MCST TYPE	MCST NUMBER	SUB-MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	NUMBER OF STRATA UNITS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO
 Single Tier Management Corporation	 2142		S97MC2142F		7 ANN SIANG HILL 60791	7 ANN SIANG HILL - SINGAPORE 069791	ACTIVE	4		06/11/1997	-	
 Single Tier Management Corporation	 2143		S97MC2143B	GRYPHON TERRACE	348 PASIR PANJANG ROAD 118815	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	ACTIVE	17	63345565	24/12/1997	Dickson Property Consultants Pte Ltd	63345565
 Single Tier Management Corporation	 2144		S97MC2144J	CANNE LODGE	75 LORONG 3 GEYLANG 388869	75 LORONG 3 GEYLANG 01-01 SINGAPORE 388869	ACTIVE	34	67457245	03/12/1997	Melana International Pte Ltd	63271110
 Single Tier Management Corporation	 2145		S98MC2145K	SPRINGVALE	907 EAST COAST ROAD 459107	2 JURONG EAST STREET 21 05-05 SINGAPORE 609601	ACTIVE	41	65665055	27/01/1998	Exceltec Property Management Pte Ltd	65665055
 Single Tier Management Corporation	 2146		S97MC2146A	HUME PARK 1	13 HUME AVENUE 598724	13 HUME AVENUE 01-01 SINGAPORE 598724	ACTIVE	328	67606415	31/12/1997	Rhodo Strata Management Services Pte Ltd	65333375
 Single Tier Management Corporation	 2147		S97MC2147H	MARSHALL LODGE		 MARSHALL ROAD - SINGAPORE 424886	ACTIVE	12	97453680	20/11/1997	Ocean IFM Pte Ltd	97453680
 Single Tier Management Corporation	 2148		S97MC2148D	EVERTON COURT		7500A BEACH ROAD 06-313 SINGAPORE 199591	ACTIVE	8	62984022	22/11/1997		
 Single Tier Management Corporation	 2149		S97MC2149L	EASTERN LODGE	380 SIMS AVENUE 387531	315 OUTRAM ROAD 10-03 SINGAPORE 169074	ACTIVE	24	67445577	09/12/1997	SIN SOON LEE REALTY CO PTE LTD	67445577
 Single Tier Management Corporation	 2150		S97MC2150H	CRU CENTRE	18 VERDUN ROAD 207280	18 VERDUN ROAD 04-01 SINGAPORE 207280	ACTIVE	5	62569333	29/12/1997	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 2151		S83MC0724F	GRAND CHATEAU	2 JALAN RAJAWALI 598435	229 MOUNTBATTEN ROAD 03-36 SINGAPORE 398007	ACTIVE	69	62569333	28/11/1997	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 2152		S98MC2152E	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2152	280B SIMS AVENUE 387515	280 SIMS AVENUE - SINGAPORE 387515	ACTIVE	3		12/05/1998	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333
 Single Tier Management Corporation	 2153		S97MC2153G	TEMBELINA	190C TEMBELING ROAD 423684	3006 UBI ROAD 1 03-370 SINGAPORE 408700	ACTIVE	14	67441083	06/12/1997	CHERN SERN PROPERTY SERVICES PTE LTD	67441083
 Single Tier Management Corporation	 2154		S97MC2154C	APARTMENT 8	21 MEYAPPA CHETTIAR ROAD 358461	21 MEYAPPA CHETTIAR ROAD B1-00 SINGAPORE 358461	ACTIVE	8		16/12/1997	Camrie Project and Estate Management	96485428
 Single Tier Management Corporation	 2155		S98MC2155D	LIBERTY WAREHOUSE	220 TAGORE LANE 787600	220 TAGORE LANE 01-00 SINGAPORE 787600	ACTIVE	55	65530051	05/03/1998	Jones Lang LaSalle Property Consultants Pte Ltd	65004342
 Single Tier Management Corporation	 2156		S98MC2156L	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2156		91 BENCOOLEN STREET 02-01 SINGAPORE 189652	ACTIVE	3	68387913	20/01/1998	AVALON ASSET MANAGEMENT PTE LTD	68344962
 Single Tier Management Corporation	 2157		S98MC2157G		253 GEYLANG ROAD 389311	253A GEYLANG ROAD - SINGAPORE 389311	ACTIVE	3	96822155	20/01/1998		
 Single Tier Management Corporation	 2158		S98MC2158C	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2158	255B GEYLANG ROAD 389312	91 BENCOOLEN STREET 02-01 SINGAPORE 189652	ACTIVE	3	68387913	20/01/1998	AVALON ASSET MANAGEMENT PTE LTD	68344962
 Single Tier Management Corporation	 2159		S98MC2159K	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2159	257 GEYLANG ROAD 389313	91 BENCOOLEN STREET 02-01 SINGAPORE 189652	ACTIVE	3	68387913	20/01/1998	AVALON ASSET MANAGEMENT PTE LTD	68344962
 Single Tier Management Corporation	 2160		S98MC2160G	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2160		91 BENCOOLEN STREET 02-01 SINGAPORE 189652	ACTIVE	3	68387913	20/01/1998	AVALON ASSET MANAGEMENT PTE LTD	68344962
 Single Tier Management Corporation	 2161		S98MC2161C	PROSPER HOUSE	101 LORONG 23 GEYLANG 388399	101 LORONG 23 GEYLANG - SINGAPORE 388399	ACTIVE	24	62928149	05/02/1998	HOE-TAN CO (PTE) LTD	67366007
 Single Tier Management Corporation	 2162		S98MC2162K	WEST PARK REGENCY	346 PASIR PANJANG ROAD 118087	346 PASIR PANJANG ROAD B1-01 SINGAPORE 118687	ACTIVE	27	64685100	23/01/1998	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 2163		S98MC2163F	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2163		24 COLDSTREAM AVENUE - SINGAPORE 459616	ACTIVE	3		19/11/1997	HOE-TAN CO (PTE) LTD	68387911
 Single Tier Management Corporation	 2164		S98MC2164B	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2164		75D REDHILL ROAD 01-114 SINGAPORE 154075	ACTIVE	3	64740869	08/01/1998	HOE-TAN CO (PTE) LTD	68387911
 Single Tier Management Corporation	 2165		S98MC2165J		48 SHANGHAI ROAD 248204	3 KALLANG WAY 2A - SINGAPORE 347493	TERMINATED	6	67420830	05/01/1998	MCST	
 Single Tier Management Corporation	 2166		S98MC2166E	THE OXLEY	9 OXLEY RISE 238697	9 OXLEY RISE - SINGAPORE 238697	ACTIVE	42	67343305	06/03/1998	PROPERTY FACILITY SERVICES PTE LTD	62211313
 Single Tier Management Corporation	 2167		S98MC2167A	TIARA CONDOMINIUM	1 KIM SENG WALK 239403	1 KIM SENG WALK B1-01 SINGAPORE 239403	ACTIVE	264	6736 0316	23/01/1998	Property Facility Serivces Pte Ltd	62211313
 Single Tier Management Corporation	 2168		S98MC2168H	CITILINK WAREHOUSE	102F PASIR PANJANG ROAD 118530	102F PASIR PANJANG ROAD 01-09 SINGAPORE 118530	ACTIVE	180	62755586	02/04/1998	Parkland Property Services Pte Ltd	62982100
 Single Tier Management Corporation	 2169		S98MC2169D	KILAT COURT	17 LORONG KILAT 598139	540 SIMS AVENUE 3-6 SINGAPORE 387603	ACTIVE	29	68421731	26/03/1998	LANDSFIELD PROPERTY MANAGEMENT PTE LTD	68421731
 Single Tier Management Corporation	 2170		S98MC2170A	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2170	315C TANJONG KATONG ROAD 437096	1A EBER ROAD - SINGAPORE 239756	ACTIVE	8	67348316	09/02/1998	FOCAL PROPERTY SERVICES	67348316
 Single Tier Management Corporation	 2171		S98MC2171H	9TH HOLLAND HILL	9 HOLLAND HILL 278738	160 PAYA LEBAR ROAD 05-05 SINGAPORE 409022	ACTIVE	24	68485678	09/02/1998	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 2172		S98MC2172D	THE COURTYARD	6 LIM AH PIN ROAD 547822	6 LIM AH PIN ROAD 01-07 SINGAPORE 547822	ACTIVE	27	68344962	16/02/1998	AVALON ASSET MANAGEMENT PTE LTD	68344962
 Single Tier Management Corporation	 2173		S98MC2173L	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2173	17 HONGKONG STREET 59660	8 SHENTON WAY 29-01 SINGAPORE 068811	ACTIVE	5		21/03/1998	NIL	
 Single Tier Management Corporation	 2174		S98MC2174G	BLOSSOM VIEW	31 LORONG 26 GEYLANG 398498	31 LORONG 26 GEYLANG 01-02 SINGAPORE 398498	ACTIVE	29	6746 9114	01/04/1998		
 Single Tier Management Corporation	 2175		1752638C	ABI PLAZA	11 KEPPEL ROAD 089057	11 KEPPEL ROAD 11-03 SINGAPORE 089057	ACTIVE	10	62246838	06/03/1998		
 Single Tier Management Corporation	 2176		S98MC2176K	HILLVIEW APARTMENTS	71 HILLVIEW AVENUE 669570	71 HILLVIEW AVENUE 01-01 SINGAPORE 669570	ACTIVE	36	65682033	17/04/1998	Hoe-Tan Co (Pte) Ltd	64366001
 Single Tier Management Corporation	 2177		S98MC2177F	FRAGRANCE COURT	12 YEW SIANG ROAD 117752	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	32	63370087	16/04/1998	Earnest Management Services Pte Ltd	63370087
 Single Tier Management Corporation	 2178		S98MC2178B	CASTLE GREEN CONDOMINIUM	481 YIO CHU KANG ROAD 787056	489 YIO CHU KANG ROAD 01-01 SINGAPORE 787060	ACTIVE	664	65524998	07/05/1998	Rhodo Property & Estate Management Services Pte Ltd	65333375
 Single Tier Management Corporation	 2179		S98MC2179J	80 ROBINSON ROAD	80 ROBINSON ROAD 068898	80 ROBINSON ROAD 03-00 SINGAPORE 068898	ACTIVE	25	62230950	12/03/1998	KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD	62230950
 Single Tier Management Corporation	 2180		S98MC2180F	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2180	412B JOO CHIAT ROAD 427637	9 KELANTAN LANE 06-01 SINGAPORE 208628	ACTIVE	3	63179191	14/03/1998	MCST	
 Single Tier Management Corporation	 2181		S98MC2181B	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2181		408A JOO CHIAT ROAD - SINGAPORE 427635	ACTIVE	3	63480943	14/03/1998	MCST	
 Single Tier Management Corporation	 2182		S98MC2182J	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2182	410B JOO CHIAT ROAD 427636	1A YUK TONG AVENUE 01-01 SINGAPORE 596306	ACTIVE	3	64661342	14/03/1998	Philip Motha Property Management Pte Ltd	64661342
 Single Tier Management Corporation	 2183		S98MC2183E	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2183	26 D TUDOR CLOSE 297953	36 BIN TONG PARK - SINGAPORE 269817	ACTIVE	3	64662055	16/03/1998	MCST	
 Single Tier Management Corporation	 2184		S98MC2184A	ALLINTON HOLDINGS PTE LTD	333/A/B/C JALAN BESAR 209018	331 JALAN BESAR - SINGAPORE 208983	ACTIVE	8	62960679	15/04/1998	NIL	
 Single Tier Management Corporation	 2185		S98MC2185H	THE ATRIA AT MEYER	61 MEYER ROAD 437885	61 MEYER ROAD 01-01 SINGAPORE 437885	ACTIVE	158	63485581	28/04/1998	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333
 Single Tier Management Corporation	 2186		S98MC2186D	WING FONG COURT	10 LORONG 14 GEYLANG 398922	10 LORONG 14 GEYLANG B1-01 SINGAPORE 398922	ACTIVE	88	6842 1731	15/05/1998	Landsfield Property Management Pte Ltd	68421731
 Single Tier Management Corporation	 2187		S98MC2187L	WING FONG MANSIONS	12 LORONG 14 GEYLANG 398924	12 LORONG 14 GEYLANG - SINGAPORE 398924	ACTIVE	130	68421731	15/05/1998	Landsfield Property Management Pte Ltd	68421731
 Single Tier Management Corporation	 2188		S98MC2188G	BELMONT GARDENS		1 SELEGIE ROAD 05-01 SINGAPORE 188306	TERMINATED	15	62632336	09/04/1998	LCD PROPERTY MANAGEMENT PTE LTD	62662222
 Single Tier Management Corporation	 2189		S98MC2189C	IVORY HEIGHTS	117 JURONG EAST STREET 13 600117	122 JURONG EAST STREET 13 01-27 SINGAPORE 600122	ACTIVE	654	6896 1321	01/06/1998	Sunprop  Property and Asset Management Consultants Pte Ltd	62230169
 Single Tier Management Corporation	 2190		S98MC2190L	MARINA SQUARE	6 RAFFLES BOULEVARD 039594	6 RAFFLES BOULEVARD 03-238 SINGAPORE 039594	ACTIVE	20	63398933	01/07/1998	MARINA MANAGEMENT SERVICES PTE LTD	63398787
 Single Tier Management Corporation	 2191		S98MC2191G	ROSYTH LODGE	5 ROSYTH ROAD 546143	1557 KEPPEL ROAD 03-05B SINGAPORE 089066	ACTIVE	16	68420768	18/04/1998	ALADDIN MANAGEMENT SOLUTIONS PTE LTD	68420768
 Single Tier Management Corporation	 2192		S98MC2192C	REGENT PARK	24 JALAN LEMPENG 128804	24 JALAN LEMPENG 01-01 SINGAPORE 128804	ACTIVE	276	68726410	20/04/1998	Property Facility Serivces Pte Ltd	68726410
 Single Tier Management Corporation	 2193		S98MC2193K	MANAGEMENT CORPN STRATA TITLE PLAN NO 2193	2 TAMPINES CENTRAL 5 529509	2 TAMPINES CENTRAL 5 05-27 SINGAPORE 529509	ACTIVE	100	6787 9635	21/05/1998	ASIAMALLS MANAGEMENT PTE LTD	64628866
 Single Tier Management Corporation	 2194		S98MC2194F	PANTECH BUSINESS HUB	192 PANDAN LOOP 128381	196 PANDAN LOOP 01-29 SINGAPORE 128384	ACTIVE	530	68724590	24/04/1998	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 2195		S98MC2195B	LEONG HIN BUILDING	441 BALESTIER ROAD 329820	441 BALESTIER ROAD - SINGAPORE 329820	ACTIVE	12	67426856	27/04/1998		
 Single Tier Management Corporation	 2196		S98MC2196J	MELROSE COURT	10 LORONG LIMAU 328754	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	TERMINATED	32	65333375	27/04/1998	Rhodo Property & Estate Management Services Pte Ltd	65333375
 Single Tier Management Corporation	 2197		S98MC2197E	SUNTEC CITY	9 RAFFLES BOULEVARD 38989	3 TEMASEK BOULEVARD B1-65 SINGAPORE 038983	ACTIVE	459	6295 2888	29/06/1998	APM PROPERTY MANAGEMENT PTE LTD	68252605
 Single Tier Management Corporation	 2198		S98MC2198A	BOON THONG BUILDING		100 JALAN SULTAN 08-14 SINGAPORE 199001	TERMINATED	13		13/05/1998	MCST	
 Single Tier Management Corporation	 2199		S98MC2199H	THE SUNNY SPRING	50 LORONG 40 GEYLANG 398074	50/52 LORONG 40 GEYLANG 01-49 SINGAPORE 398074	ACTIVE	338	67459800	03/07/1998	Chamber Property Management Services Pte Ltd	64111672
 Single Tier Management Corporation	 2200		S7704905C	VICTORY HEIGHTS	13 KIM KEAT ROAD 328842	1557 KEPPEL ROAD 02-06A SINGAPORE 089066	ACTIVE	34	62230169	08/05/1998	SunProp Property and Assest Management Consultants Pte Ltd	62230169
 Single Tier Management Corporation	 2201		S98MC2201H	7 CLAYMORE	7 CLAYMORE ROAD 229538	7 CLAYMORE ROAD 01-01 SINGAPORE 229538	ACTIVE	76	67356903	13/05/1998	Knight Frank Estate Management Pte Ltd	68485678
 Single Tier Management Corporation	 2202		S98MC2202D	DUNEARN LODGE	408 DUNEARN ROAD 289674	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	14	63370087	13/05/1998	Earnest Management Services Pte Ltd	63370087
 Single Tier Management Corporation	 2203		S98MC2203L	MANAGEMENT CORPN STRATA TITLE PLAN NO 2203	16 SIMEI STREET 1 529946	14 SIMEI STREET 1 02-01 SINGAPORE 529941	ACTIVE	1236	6782 0049	13/07/1998	Savills (Singapore) Pte Ltd	63463238
 Single Tier Management Corporation	 2204		S98MC2204G	CASA RIVIERA	19B LIM TUA TOW ROAD 547820	19B LIM TUA TOW ROAD 01-04 SINGAPORE 547802	ACTIVE	31	62872786	15/05/1998	EM PROPERTY MANAGEMENT PTE LTD	62278178
 Single Tier Management Corporation	 2205		S98MC2205C	CASUARINA COVE	120 TANJONG RHU ROAD 436914	124 TANJONG RHU ROAD 01-01 SINGAPORE 436916	ACTIVE	160	63448638	02/07/1998	Newman & Associates Pte Ltd	62569333
 Single Tier Management Corporation	 2206		S98MC2206K	BOUGAINVILLA APARTMENTS	10 LORONG 19 GEYLANG 388492	10 LORONG 19 GEYLANG 01-01 SINGAPORE 388492	ACTIVE	22	63375277	29/05/1998	RealtyLink Consultancy Pte Ltd	63375277
 Single Tier Management Corporation	 2207		S1633966J	BOUGAINVILLA  APARTMENT	12 LORONG 19 GEYLANG 388493	12 LORONG 19 GEYLANG 01-01 SINGAPORE 388493	ACTIVE	6	67432063	29/05/1998		
 Single Tier Management Corporation	 2208		S98MC2208B	CAVENDISH PARK	16 PINE GROVE 597593	18 PINE GROVE 01-02 SINGAPORE 597593	ACTIVE	254	64686675	03/04/1998	ONE MARINA PROPERTY SERVICES PTE LTD	65946300
 Single Tier Management Corporation	 2209		S98MC2209J	THE PARK VALE	4B PARK VALE 288564	4B PARK VALE - SINGAPORE 288564	ACTIVE	40	6884 9113	29/05/1998	Steadlink Asset Management Pte Ltd	68849113
 Single Tier Management Corporation	 2210		S98MC2210F	THE LEGEND	361 BUKIT TIMAH ROAD 259725	361 BUKIT TIMAH ROAD 01-01 SINGAPORE 259725	ACTIVE	98	67324723	27/03/1998	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100
 Single Tier Management Corporation	 2211		S8872152G	LA CRYSTAL	160 KILLINEY ROAD 239568	160 KILLINEY ROAD 01-01 SINGAPORE 239568	ACTIVE	85	67330448	01/06/1998	SunProp Property and Assest Management Consultants Pte Ltd	62230169
 Single Tier Management Corporation	 2212		S98MC2212J	RICHMOND PARK	3 BIDEFORD ROAD 229920	3 BIDEFORD ROAD 01-01 SINGAPORE 229920	ACTIVE	159	68350562	02/06/1998	SavillsCKH Pte Ltd	63463238
 Single Tier Management Corporation	 2213		S98MC2213E	HUME PARK 2	19 HUME AVENUE 598727	31 HUME AVENUE 01-01 SINGAPORE 598733	ACTIVE	324	67623231	01/08/1998	Stature Real Estate Enterprises Pte Ltd	67623231
 Single Tier Management Corporation	 2214		S98MC2214A	15 LITTLE ROAD	15 LITTLE ROAD 536988	15 LITTLE ROAD 01-03 SINGAPORE 536988	ACTIVE	15	67384733	18/06/1998	First Boston Property Consultants Pte Ltd	63393779
 Single Tier Management Corporation	 2215		S98MC2215H	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2215	2 LORONG 17 GEYLANG 388534	23 LORONG 19 GEYLANG - SINGAPORE 388497	ACTIVE	4	62972035	26/05/1998		
 Single Tier Management Corporation	 2216		S98MC2216D	ALOCASSIA APARTMENT	383 BUKIT TIMAH ROAD 239727	383 BUKIT TIMAH ROAD - SINGAPORE 259727	ACTIVE	53	68457219	19/05/1998		
 Single Tier Management Corporation	 2217		S98MC2217L	MANDAI ESTATE	19 MANDAI ESTATE 729911	19 MANDAI ESTATE 01-04 SINGAPORE 729911	ACTIVE	27	6363-4643	16/06/1998	Outocoz Property Services Pte Ltd	64404600
 Single Tier Management Corporation	 2218		S98MC2218G	REGAL COURT	17 KIM KEAT ROAD 328837	17 KIM KEAT ROAD 01-01 SINGAPORE 328837	ACTIVE	55	62501102	16/06/1998	BOND PROPERTIES PTE LTD	62501102
 Single Tier Management Corporation	 2219		S98MC2219C	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2219	33Z CHANCERY LANE 309593	31D CHANCERY LANE - SINGAPORE 309552	ACTIVE	4		15/06/1998	BOND PROPERTIES PTE LTD	62501102
 Single Tier Management Corporation	 2220		L3007326E	SPRING GROVE	53C GRANGE ROAD 249565	53C GRANGE ROAD 01-01 SINGAPORE 249568	ACTIVE	325	67376891	17/06/1998	Jones Lang LaSalle Property Consultants Pte Ltd	62203888
 Single Tier Management Corporation	 2221		S1163556C	FORTUNE PARK	109 TAMPINES ROAD 535131	109 TAMPINES ROAD 01-01 SINGAPORE 535131	ACTIVE	68	62826725	24/06/1998	REALTY & ESTATE CONSULTANTS PTE LTD	62966207
 Single Tier Management Corporation	 2222		S98MC2222C	KELLETT COURT	21 SHELFORD ROAD 288411	53 KIM KEAT ROAD 05-02 SINGAPORE 328823	ACTIVE	43	94504718	26/06/1998		94504718
 Single Tier Management Corporation	 2223		S98MC2223K	SKYWAVES INDUSTRIAL BUILDING	30 LORONG AMPAS 328783	1 RAFFLES PLACE 11-03 SINGAPORE 048616	ACTIVE	10	6531 8665	29/06/1998	Colliers International Consultancy & Valuation (S) Pte Ltd	62232323
 Single Tier Management Corporation	 2224		S98MC2224F	THE WINDMILL	98 HOLLAND ROAD 278543	23 TAI SENG DRIVE - SINGAPORE 535224	TERMINATED	17	64884568	09/07/1998	nil	
 Single Tier Management Corporation	 2225		S98MC2225B	CASA IRRAWADDY	61 IRRAWADDY ROAD 329557	50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	ACTIVE	30	67322220	23/07/1998	Sierra Asset Management Pte Ltd	67322220
 Single Tier Management Corporation	 2226		S98MC2226J	KELLOCK LODGE	3 KELLOCK ROAD 248899	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	ACTIVE	48	63345565	27/07/1998	Dickson Property Consultants Pte Ltd	63345565
 Single Tier Management Corporation	 2227		S98MC2227E	EURO ASIA PARK	27 WOODLEIGH CLOSE 357922	25 WOODLEIGH CLOSE 01-03 SINGAPORE 357920	ACTIVE	163	68421731	30/07/1998	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731
 Single Tier Management Corporation	 2228		S98MC2228A	PINE TREE CONDOMINIUM	28 BALMORAL PARK 259856	28 BALMORAL PARK 02-13 SINGAPORE 259856	ACTIVE	50	67335420	30/07/1998	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 2229		S98MC2229H	HARBOURSIDE APARTMENTS	522 KAMPONG BAHRU ROAD 99454	522 KAMPONG BAHRU ROAD B1-01 SINGAPORE 099454	TERMINATED	16	63420778	21/08/1998	Hilandas Property and Facilities Management Pte. Ltd	63420778
 Single Tier Management Corporation	 2230		S98MC2230E	VALLEY PARK	473 RIVER VALLEY ROAD 248358	475 RIVER VALLEY ROAD 01-01 SINGAPORE 248360	ACTIVE	730	68385860	21/08/1998		
 Single Tier Management Corporation	 2231		S98MC2231A	CSI DISTRIBUTION CENTRE	2 KIM CHUAN DRIVE 537080	2 KIM CHUAN DRIVE 03-01 SINGAPORE 537080	ACTIVE	38	62211313	21/09/1998	Property Facility Serivces Pte Ltd	62211313
 Single Tier Management Corporation	 2232		S98MC2232H	QUARTZ INDUSTRIAL BUILDING	5 UPPER ALJUNIED LINK 367903	5 UPPER ALJUNIED LINK 01-08 SINGAPORE 367903	ACTIVE	53	62569333	12/09/1998	NEWMAN & GOH PROPERTY CONSULTANTS (PTE) LTD	62569333
 Single Tier Management Corporation	 2233		S98MC2233D	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2233		1 TAMPINES STREET 82 - SINGAPORE 528985	ACTIVE	3	67881323	07/09/1998	MCST	67881323
 Single Tier Management Corporation	 2234		S98MC2234L	ORION @ PAYA LEBAR	160 PAYA LEBAR ROAD 409022	160 PAYA LEBAR ROAD 01-09 SINGAPORE 409022	ACTIVE	72	62569333	26/10/1998	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333
 Single Tier Management Corporation	 2235		S98MC2235G		41 MINBU ROAD 308179	564A BALESTIER ROAD - SINGAPORE 329880	TERMINATED	7	62502200	29/08/1998	N	
 Single Tier Management Corporation	 2236		S98MC2236C	HARVEST MANSIONS	550 HAVELOCK ROAD 169638	550 HAVELOCK ROAD 01-01 SINGAPORE 169638	ACTIVE	66	8502-2696	31/08/1998	DTZ Facilities & Engineering (S) Limited	68760088
 Single Tier Management Corporation	 2237		S98MC2237K	KIN BUILDING		C/O 132 JOO SENG ROAD 08-01 SINGAPORE 368358	ACTIVE	12	63819767	22/09/1998	UNITED PREMAS LTD	68760088
 Single Tier Management Corporation	 2238		S98MC2238F	MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2238		1 YUK TONG AVENUE 01-01 SINGAPORE 596306	ACTIVE	7	64661342	09/09/1998	Philip Motha Property Management Pte Ltd	64661342
